"country","year","lifeExp","pop","gdpPercap","ISO.alpha3.Code","Region","Continent"
"Denmark",2002,77.18,5374693,32166.50006,"DNK","Northern Europe","Europe"
"Denmark",1972,73.47,4991596,18866.20721,"DNK","Northern Europe","Europe"
"Denmark",1957,71.81,4487831,11099.65935,"DNK","Northern Europe","Europe"
"Denmark",1997,76.11,5283663,29804.34567,"DNK","Northern Europe","Europe"
"Denmark",1962,72.35,4646899,13583.31351,"DNK","Northern Europe","Europe"
"Denmark",2007,78.332,5468120,35278.41874,"DNK","Northern Europe","Europe"
"Denmark",1977,74.69,5088419,20422.9015,"DNK","Northern Europe","Europe"
"Denmark",1952,70.78,4334000,9692.385245,"DNK","Northern Europe","Europe"
"Djibouti",2007,54.791,496374,2082.481567,"DJI","Eastern Africa","Africa"
"Djibouti",2002,53.373,447416,1908.260867,"DJI","Eastern Africa","Africa"
"Djibouti",1992,51.604,384156,2377.156192,"DJI","Eastern Africa","Africa"
"Djibouti",1972,44.366,178848,3694.212352,"DJI","Eastern Africa","Africa"
"Djibouti",1977,46.519,228694,3081.761022,"DJI","Eastern Africa","Africa"
"Djibouti",1997,53.157,417908,1895.016984,"DJI","Eastern Africa","Africa"
"Djibouti",1987,50.04,311025,2880.102568,"DJI","Eastern Africa","Africa"
"Djibouti",1952,34.812,63149,2669.529475,"DJI","Eastern Africa","Africa"
"Djibouti",1967,42.074,127617,3020.050513,"DJI","Eastern Africa","Africa"
"Djibouti",1982,48.812,305991,2879.468067,"DJI","Eastern Africa","Africa"
"Djibouti",1962,39.693,89898,3020.989263,"DJI","Eastern Africa","Africa"
"Djibouti",1957,37.328,71851,2864.969076,"DJI","Eastern Africa","Africa"
"Dominican Republic",1972,59.631,4671329,2189.874499,"DOM","Caribbean","North America"
"Dominican Republic",1957,49.828,2923186,1544.402995,"DOM","Caribbean","North America"
"Dominican Republic",1962,53.459,3453434,1662.137359,"DOM","Caribbean","North America"
"Dominican Republic",1982,63.727,5968349,2861.092386,"DOM","Caribbean","North America"
"Dominican Republic",1977,61.788,5302800,2681.9889,"DOM","Caribbean","North America"
"Dominican Republic",2007,72.235,9319622,6025.374752,"DOM","Caribbean","North America"
"Dominican Republic",1997,69.957,7992357,3614.101285,"DOM","Caribbean","North America"
"Dominican Republic",2002,70.847,8650322,4563.808154,"DOM","Caribbean","North America"
"Dominican Republic",1987,66.046,6655297,2899.842175,"DOM","Caribbean","North America"
"Dominican Republic",1967,56.751,4049146,1653.723003,"DOM","Caribbean","North America"
"Dominican Republic",1992,68.457,7351181,3044.214214,"DOM","Caribbean","North America"
"Dominican Republic",1952,45.928,2491346,1397.717137,"DOM","Caribbean","North America"
"Ecuador",1957,51.356,4058385,3780.546651,"ECU","South America","South America"
"Ecuador",1987,67.231,9545158,6481.776993,"ECU","South America","South America"
"Ecuador",1952,48.357,3548753,3522.110717,"ECU","South America","South America"
"Ecuador",1997,72.312,11911819,7429.455877,"ECU","South America","South America"
"Ecuador",1962,54.64,4681707,4086.114078,"ECU","South America","South America"
"Ecuador",1977,61.31,7278866,6679.62326,"ECU","South America","South America"
"Ecuador",1982,64.342,8365850,7213.791267,"ECU","South America","South America"
"Ecuador",1972,58.796,6298651,5280.99471,"ECU","South America","South America"
"Ecuador",1992,69.613,10748394,7103.702595,"ECU","South America","South America"
"Ecuador",2002,74.173,12921234,5773.044512,"ECU","South America","South America"
"Ecuador",1967,56.678,5432424,4579.074215,"ECU","South America","South America"
"Ecuador",2007,74.994,13755680,6873.262326,"ECU","South America","South America"
"Egypt",1957,44.444,25009741,1458.915272,"EGY","Northern Africa","Africa"
"Egypt",1962,46.992,28173309,1693.335853,"EGY","Northern Africa","Africa"
"Egypt",1967,49.293,31681188,1814.880728,"EGY","Northern Africa","Africa"
"Egypt",1972,51.137,34807417,2024.008147,"EGY","Northern Africa","Africa"
"Egypt",1977,53.319,38783863,2785.493582,"EGY","Northern Africa","Africa"
"Egypt",1982,56.006,45681811,3503.729636,"EGY","Northern Africa","Africa"
"Egypt",1992,63.674,59402198,3794.755195,"EGY","Northern Africa","Africa"
"Egypt",1952,41.893,22223309,1418.822445,"EGY","Northern Africa","Africa"
"Egypt",2007,71.338,80264543,5581.180998,"EGY","Northern Africa","Africa"
"Egypt",1987,59.797,52799062,3885.46071,"EGY","Northern Africa","Africa"
"Egypt",2002,69.806,73312559,4754.604414,"EGY","Northern Africa","Africa"
"Egypt",1997,67.217,66134291,4173.181797,"EGY","Northern Africa","Africa"
"El Salvador",1967,55.855,3232927,4358.595393,"SLV","Central America","North America"
"El Salvador",1962,52.307,2747687,3776.803627,"SLV","Central America","North America"
"El Salvador",1957,48.57,2355805,3421.523218,"SLV","Central America","North America"
"El Salvador",1992,66.798,5274649,4444.2317,"SLV","Central America","North America"
"El Salvador",1977,56.696,4282586,5138.922374,"SLV","Central America","North America"
"El Salvador",1952,45.262,2042865,3048.3029,"SLV","Central America","North America"
"El Salvador",1987,63.154,4842194,4140.442097,"SLV","Central America","North America"
"El Salvador",1997,69.535,5783439,5154.825496,"SLV","Central America","North America"
"El Salvador",1982,56.604,4474873,4098.344175,"SLV","Central America","North America"
"El Salvador",2007,71.878,6939688,5728.353514,"SLV","Central America","North America"
"El Salvador",2002,70.734,6353681,5351.568666,"SLV","Central America","North America"
"El Salvador",1972,58.207,3790903,4520.246008,"SLV","Central America","North America"
"Equatorial Guinea",2007,51.579,551201,12154.08975,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1957,35.983,232922,426.0964081,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1987,45.664,341244,966.8968149,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1952,34.482,216964,375.6431231,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1967,38.987,259864,915.5960025,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1992,47.545,387838,1132.055034,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",2002,49.348,495627,7703.4959,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1962,37.485,249220,582.8419714,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1982,43.662,285483,927.8253427,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1977,42.024,192675,958.5668124,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1972,40.516,277603,672.4122571,"GNQ","Middle Africa","Africa"
"Equatorial Guinea",1997,48.245,439971,2814.480755,"GNQ","Middle Africa","Africa"
"Eritrea",1967,42.189,1820319,468.7949699,"ERI","Eastern Africa","Africa"
"Eritrea",1972,44.142,2260187,514.3242082,"ERI","Eastern Africa","Africa"
"Eritrea",1997,53.378,4058319,913.47079,"ERI","Eastern Africa","Africa"
"Eritrea",1962,40.158,1666618,380.9958433,"ERI","Eastern Africa","Africa"
"Eritrea",1987,46.453,2915959,521.1341333,"ERI","Eastern Africa","Africa"
"Eritrea",1992,49.991,3668440,582.8585102,"ERI","Eastern Africa","Africa"
"Eritrea",1982,43.89,2637297,524.8758493,"ERI","Eastern Africa","Africa"
"Eritrea",2002,55.24,4414865,765.3500015,"ERI","Eastern Africa","Africa"
"Eritrea",2007,58.04,4906585,641.3695236,"ERI","Eastern Africa","Africa"
"Eritrea",1952,35.928,1438760,328.9405571,"ERI","Eastern Africa","Africa"
"Eritrea",1957,38.047,1542611,344.1618859,"ERI","Eastern Africa","Africa"
"Eritrea",1977,44.535,2512642,505.7538077,"ERI","Eastern Africa","Africa"
"Ethiopia",1987,46.684,42999530,573.7413142,"ETH","Eastern Africa","Africa"
"Ethiopia",1952,34.078,20860941,362.1462796,"ETH","Eastern Africa","Africa"
"Ethiopia",1997,49.402,59861301,515.8894013,"ETH","Eastern Africa","Africa"
"Ethiopia",1977,44.51,34617799,556.8083834,"ETH","Eastern Africa","Africa"
"Ethiopia",1982,44.916,38111756,577.8607471,"ETH","Eastern Africa","Africa"
"Ethiopia",1972,43.515,30770372,566.2439442,"ETH","Eastern Africa","Africa"
"Ethiopia",2007,52.947,76511887,690.8055759,"ETH","Eastern Africa","Africa"
"Ethiopia",1967,42.115,27860297,516.1186438,"ETH","Eastern Africa","Africa"
"Ethiopia",2002,50.725,67946797,530.0535319,"ETH","Eastern Africa","Africa"
"Ethiopia",1957,36.667,22815614,378.9041632,"ETH","Eastern Africa","Africa"
"Ethiopia",1992,48.091,52088559,421.3534653,"ETH","Eastern Africa","Africa"
"Ethiopia",1962,40.059,25145372,419.4564161,"ETH","Eastern Africa","Africa"
"Finland",1952,66.55,4090500,6424.519071,"FIN","Northern Europe","Europe"
"Finland",1957,67.49,4324000,7545.415386,"FIN","Northern Europe","Europe"
"Finland",2002,78.37,5193039,28204.59057,"FIN","Northern Europe","Europe"
"Finland",1967,69.83,4605744,10921.63626,"FIN","Northern Europe","Europe"
"Finland",1972,70.87,4639657,14358.8759,"FIN","Northern Europe","Europe"
"Finland",2007,79.313,5238460,33207.0844,"FIN","Northern Europe","Europe"
"Finland",1962,68.75,4491443,9371.842561,"FIN","Northern Europe","Europe"
"Finland",1982,74.55,4826933,18533.15761,"FIN","Northern Europe","Europe"
"Finland",1987,74.83,4931729,21141.01223,"FIN","Northern Europe","Europe"
"Finland",1977,72.52,4738902,15605.42283,"FIN","Northern Europe","Europe"
"Finland",1997,77.13,5134406,23723.9502,"FIN","Northern Europe","Europe"
"Finland",1992,75.7,5041039,20647.16499,"FIN","Northern Europe","Europe"
"France",1962,70.51,47124000,10560.48553,"FRA","Western Europe","Europe"
"France",1972,72.38,51732000,16107.19171,"FRA","Western Europe","Europe"
"France",1977,73.83,53165019,18292.63514,"FRA","Western Europe","Europe"
"France",1987,76.34,55630100,22066.44214,"FRA","Western Europe","Europe"
"France",1992,77.46,57374179,24703.79615,"FRA","Western Europe","Europe"
"France",1997,78.64,58623428,25889.78487,"FRA","Western Europe","Europe"
"France",1967,71.55,49569000,12999.91766,"FRA","Western Europe","Europe"
"France",2002,79.59,59925035,28926.03234,"FRA","Western Europe","Europe"
"France",2007,80.657,61083916,30470.0167,"FRA","Western Europe","Europe"
"France",1982,74.89,54433565,20293.89746,"FRA","Western Europe","Europe"
"France",1957,68.93,44310863,8662.834898,"FRA","Western Europe","Europe"
"France",1952,67.41,42459667,7029.809327,"FRA","Western Europe","Europe"
"Gabon",2007,56.735,1454867,13206.48452,"GAB","Middle Africa","Africa"
"Gabon",2002,56.761,1299304,12521.71392,"GAB","Middle Africa","Africa"
"Gabon",1952,37.003,420702,4293.476475,"GAB","Middle Africa","Africa"
"Gabon",1997,60.461,1126189,14722.84188,"GAB","Middle Africa","Africa"
"Gabon",1977,52.79,706367,21745.57328,"GAB","Middle Africa","Africa"
"Gabon",1982,56.564,753874,15113.36194,"GAB","Middle Africa","Africa"
"Gabon",1987,60.19,880397,11864.40844,"GAB","Middle Africa","Africa"
"Gabon",1992,61.366,985739,13522.15752,"GAB","Middle Africa","Africa"
"Gabon",1972,48.69,537977,11401.94841,"GAB","Middle Africa","Africa"
"Gabon",1967,44.598,489004,8358.761987,"GAB","Middle Africa","Africa"
"Gabon",1962,40.489,455661,6631.459222,"GAB","Middle Africa","Africa"
"Gabon",1957,38.999,434904,4976.198099,"GAB","Middle Africa","Africa"
"Gambia",1957,32.065,323150,520.9267111,"GMB","Western Africa","Africa"
"Gambia",1977,41.842,608274,884.7552507,"GMB","Western Africa","Africa"
"Gambia",1962,33.896,374020,599.650276,"GMB","Western Africa","Africa"
"Gambia",1972,38.308,517101,756.0868363,"GMB","Western Africa","Africa"
"Gambia",1987,49.265,848406,611.6588611,"GMB","Western Africa","Africa"
"Gambia",2007,59.448,1688359,752.7497265,"GMB","Western Africa","Africa"
"Gambia",1967,35.857,439593,734.7829124,"GMB","Western Africa","Africa"
"Gambia",1982,45.58,715523,835.8096108,"GMB","Western Africa","Africa"
"Gambia",2002,58.041,1457766,660.5855997,"GMB","Western Africa","Africa"
"Gambia",1952,30,284320,485.2306591,"GMB","Western Africa","Africa"
"Gambia",1997,55.861,1235767,653.7301704,"GMB","Western Africa","Africa"
"Gambia",1992,52.644,1025384,665.6244126,"GMB","Western Africa","Africa"
"Germany",1987,74.847,77718298,24639.18566,"DEU","Western Europe","Europe"
"Germany",1962,70.3,73739117,12902.46291,"DEU","Western Europe","Europe"
"Germany",1992,76.07,80597764,26505.30317,"DEU","Western Europe","Europe"
"Germany",1952,67.5,69145952,7144.114393,"DEU","Western Europe","Europe"
"Germany",1957,69.1,71019069,10187.82665,"DEU","Western Europe","Europe"
"Germany",2002,78.67,82350671,30035.80198,"DEU","Western Europe","Europe"
"Germany",1967,70.8,76368453,14745.62561,"DEU","Western Europe","Europe"
"Germany",1982,73.8,78335266,22031.53274,"DEU","Western Europe","Europe"
"Germany",1997,77.34,82011073,27788.88416,"DEU","Western Europe","Europe"
"Germany",1977,72.5,78160773,20512.92123,"DEU","Western Europe","Europe"
"Germany",2007,79.406,82400996,32170.37442,"DEU","Western Europe","Europe"
"Germany",1972,71,78717088,18016.18027,"DEU","Western Europe","Europe"
"Ghana",1967,48.072,8490213,1125.69716,"GHA","Western Africa","Africa"
"Ghana",1962,46.452,7355248,1190.041118,"GHA","Western Africa","Africa"
"Ghana",1982,53.744,11400338,876.032569,"GHA","Western Africa","Africa"
"Ghana",1987,55.729,14168101,847.0061135,"GHA","Western Africa","Africa"
"Ghana",1957,44.779,6391288,1043.561537,"GHA","Western Africa","Africa"
"Ghana",1977,51.756,10538093,993.2239571,"GHA","Western Africa","Africa"
"Ghana",1992,57.501,16278738,925.060154,"GHA","Western Africa","Africa"
"Ghana",1972,49.875,9354120,1178.223708,"GHA","Western Africa","Africa"
"Ghana",2007,60.022,22873338,1327.60891,"GHA","Western Africa","Africa"
"Ghana",2002,58.453,20550751,1111.984578,"GHA","Western Africa","Africa"
"Ghana",1952,43.149,5581001,911.2989371,"GHA","Western Africa","Africa"
"Ghana",1997,58.556,18418288,1005.245812,"GHA","Western Africa","Africa"
"Greece",1977,73.68,9308479,14195.52428,"GRC","Southern Europe","Europe"
"Greece",1967,71,8716441,8513.097016,"GRC","Southern Europe","Europe"
"Greece",1972,72.34,8888628,12724.82957,"GRC","Southern Europe","Europe"
"Greece",1997,77.869,10502372,18747.69814,"GRC","Southern Europe","Europe"
"Greece",2002,78.256,10603863,22514.2548,"GRC","Southern Europe","Europe"
"Greece",1987,76.67,9974490,16120.52839,"GRC","Southern Europe","Europe"
"Greece",1992,77.03,10325429,17541.49634,"GRC","Southern Europe","Europe"
"Greece",1962,69.51,8448233,6017.190733,"GRC","Southern Europe","Europe"
"Greece",2007,79.483,10706290,27538.41188,"GRC","Southern Europe","Europe"
"Greece",1982,75.24,9786480,15268.42089,"GRC","Southern Europe","Europe"
"Greece",1957,67.86,8096218,4916.299889,"GRC","Southern Europe","Europe"
"Greece",1952,65.86,7733250,3530.690067,"GRC","Southern Europe","Europe"
"Guatemala",2007,70.259,12572928,5186.050003,"GTM","Central America","North America"
"Guatemala",1967,50.016,4690773,3242.531147,"GTM","Central America","North America"
"Guatemala",2002,68.978,11178650,4858.347495,"GTM","Central America","North America"
"Guatemala",1997,66.322,9803875,4684.313807,"GTM","Central America","North America"
"Guatemala",1962,46.954,4208858,2750.364446,"GTM","Central America","North America"
"Guatemala",1977,56.029,5703430,4879.992748,"GTM","Central America","North America"
"Guatemala",1982,58.137,6395630,4820.49479,"GTM","Central America","North America"
"Guatemala",1987,60.782,7326406,4246.485974,"GTM","Central America","North America"
"Guatemala",1972,53.738,5149581,4031.408271,"GTM","Central America","North America"
"Guatemala",1957,44.142,3640876,2617.155967,"GTM","Central America","North America"
"Guatemala",1992,63.373,8486949,4439.45084,"GTM","Central America","North America"
"Guatemala",1952,42.023,3146381,2428.237769,"GTM","Central America","North America"
"Guinea",1977,40.762,4227026,874.6858643,"GIN","Western Africa","Africa"
"Guinea",2002,53.676,8807818,945.5835837,"GIN","Western Africa","Africa"
"Guinea",1972,38.842,3811387,741.6662307,"GIN","Western Africa","Africa"
"Guinea",1997,51.455,8048834,869.4497668,"GIN","Western Africa","Africa"
"Guinea",1992,48.576,6990574,794.3484384,"GIN","Western Africa","Africa"
"Guinea",1962,35.753,3140003,686.3736739,"GIN","Western Africa","Africa"
"Guinea",1957,34.558,2876726,576.2670245,"GIN","Western Africa","Africa"
"Guinea",2007,56.007,9947814,942.6542111,"GIN","Western Africa","Africa"
"Guinea",1987,45.552,5650262,805.5724718,"GIN","Western Africa","Africa"
"Guinea",1967,37.197,3451418,708.7595409,"GIN","Western Africa","Africa"
"Guinea",1952,33.609,2664249,510.1964923,"GIN","Western Africa","Africa"
"Guinea",1982,42.891,4710497,857.2503577,"GIN","Western Africa","Africa"
"Guinea-Bissau",1997,44.873,1193708,796.6644681,"GNB","Western Africa","Africa"
"Guinea-Bissau",1957,33.489,601095,431.7904566,"GNB","Western Africa","Africa"
"Guinea-Bissau",1962,34.488,627820,522.0343725,"GNB","Western Africa","Africa"
"Guinea-Bissau",2007,46.388,1472041,579.231743,"GNB","Western Africa","Africa"
"Guinea-Bissau",1952,32.5,580653,299.850319,"GNB","Western Africa","Africa"
"Guinea-Bissau",1987,41.245,927524,736.4153921,"GNB","Western Africa","Africa"
"Guinea-Bissau",1992,43.266,1050938,745.5398706,"GNB","Western Africa","Africa"
"Guinea-Bissau",1982,39.327,825987,838.1239671,"GNB","Western Africa","Africa"
"Guinea-Bissau",1977,37.465,745228,764.7259628,"GNB","Western Africa","Africa"
"Guinea-Bissau",1972,36.486,625361,820.2245876,"GNB","Western Africa","Africa"
"Guinea-Bissau",1967,35.492,601287,715.5806402,"GNB","Western Africa","Africa"
"Guinea-Bissau",2002,45.504,1332459,575.7047176,"GNB","Western Africa","Africa"
"Haiti",1952,37.579,3201488,1840.366939,"HTI","Caribbean","North America"
"Haiti",1962,43.59,3880130,1796.589032,"HTI","Caribbean","North America"
"Haiti",2002,58.137,7607651,1270.364932,"HTI","Caribbean","North America"
"Haiti",1957,40.696,3507701,1726.887882,"HTI","Caribbean","North America"
"Haiti",1967,46.243,4318137,1452.057666,"HTI","Caribbean","North America"
"Haiti",1977,49.923,4908554,1874.298931,"HTI","Caribbean","North America"
"Haiti",1982,51.461,5198399,2011.159549,"HTI","Caribbean","North America"
"Haiti",2007,60.916,8502814,1201.637154,"HTI","Caribbean","North America"
"Haiti",1972,48.042,4698301,1654.456946,"HTI","Caribbean","North America"
"Haiti",1992,55.089,6326682,1456.309517,"HTI","Caribbean","North America"
"Haiti",1997,56.671,6913545,1341.726931,"HTI","Caribbean","North America"
"Haiti",1987,53.636,5756203,1823.015995,"HTI","Caribbean","North America"
"Honduras",1977,57.402,3055235,3203.208066,"HND","Central America","North America"
"Honduras",1982,60.909,3669448,3121.760794,"HND","Central America","North America"
"Honduras",1987,64.492,4372203,3023.096699,"HND","Central America","North America"
"Honduras",1967,50.924,2500689,2538.269358,"HND","Central America","North America"
"Honduras",2002,68.565,6677328,3099.72866,"HND","Central America","North America"
"Honduras",2007,70.198,7483763,3548.330846,"HND","Central America","North America"
"Honduras",1972,53.884,2965146,2529.842345,"HND","Central America","North America"
"Honduras",1962,48.041,2090162,2291.156835,"HND","Central America","North America"
"Honduras",1952,41.912,1517453,2194.926204,"HND","Central America","North America"
"Honduras",1992,66.399,5077347,3081.694603,"HND","Central America","North America"
"Honduras",1997,67.659,5867957,3160.454906,"HND","Central America","North America"
"Honduras",1957,44.665,1770390,2220.487682,"HND","Central America","North America"
"Hungary",1967,69.5,10223422,9326.64467,"HUN","Eastern Europe","Europe"
"Hungary",1952,64.03,9504000,5263.673816,"HUN","Eastern Europe","Europe"
"Hungary",1982,69.39,10705535,12545.99066,"HUN","Eastern Europe","Europe"
"Hungary",1992,69.17,10348684,10535.62855,"HUN","Eastern Europe","Europe"
"Hungary",1957,66.41,9839000,6040.180011,"HUN","Eastern Europe","Europe"
"Hungary",1972,69.76,10394091,10168.65611,"HUN","Eastern Europe","Europe"
"Hungary",1977,69.95,10637171,11674.83737,"HUN","Eastern Europe","Europe"
"Hungary",2007,73.338,9956108,18008.94444,"HUN","Eastern Europe","Europe"
"Hungary",1987,69.58,10612740,12986.47998,"HUN","Eastern Europe","Europe"
"Hungary",1962,67.96,10063000,7550.359877,"HUN","Eastern Europe","Europe"
"Hungary",1997,71.04,10244684,11712.7768,"HUN","Eastern Europe","Europe"
"Hungary",2002,72.59,10083313,14843.93556,"HUN","Eastern Europe","Europe"
"Iceland",1952,72.49,147962,7267.688428,"ISL","Northern Europe","Europe"
"Iceland",1962,73.68,182053,10350.15906,"ISL","Northern Europe","Europe"
"Iceland",1967,73.73,198676,13319.89568,"ISL","Northern Europe","Europe"
"Iceland",2002,80.5,288030,31163.20196,"ISL","Northern Europe","Europe"
"Iceland",2007,81.757,301931,36180.78919,"ISL","Northern Europe","Europe"
"Iceland",1957,73.47,165110,9244.001412,"ISL","Northern Europe","Europe"
"Iceland",1972,74.46,209275,15798.06362,"ISL","Northern Europe","Europe"
"Iceland",1977,76.11,221823,19654.96247,"ISL","Northern Europe","Europe"
"Iceland",1997,78.95,271192,28061.09966,"ISL","Northern Europe","Europe"
"Iceland",1987,77.23,244676,26923.20628,"ISL","Northern Europe","Europe"
"Iceland",1982,76.99,233997,23269.6075,"ISL","Northern Europe","Europe"
"Iceland",1992,78.77,259012,25144.39201,"ISL","Northern Europe","Europe"
"India",2007,64.698,1110396331,2452.210407,"IND","Southern Asia","Asia"
"India",1967,47.193,506000000,700.7706107,"IND","Southern Asia","Asia"
"India",1962,43.605,454000000,658.3471509,"IND","Southern Asia","Asia"
"India",1982,56.596,708000000,855.7235377,"IND","Southern Asia","Asia"
"India",1987,58.553,788000000,976.5126756,"IND","Southern Asia","Asia"
"India",1972,50.651,567000000,724.032527,"IND","Southern Asia","Asia"
"India",1977,54.208,634000000,813.337323,"IND","Southern Asia","Asia"
"India",1957,40.249,409000000,590.061996,"IND","Southern Asia","Asia"
"India",1997,61.765,959000000,1458.817442,"IND","Southern Asia","Asia"
"India",1992,60.223,872000000,1164.406809,"IND","Southern Asia","Asia"
"India",1952,37.373,372000000,546.5657493,"IND","Southern Asia","Asia"
"India",2002,62.879,1034172547,1746.769454,"IND","Southern Asia","Asia"
"Indonesia",1977,52.702,136725000,1382.702056,"IDN","South-eastern Asia","Asia"
"Indonesia",1962,42.518,99028000,849.2897701,"IDN","South-eastern Asia","Asia"
"Indonesia",1967,45.964,109343000,762.4317721,"IDN","South-eastern Asia","Asia"
"Indonesia",2002,68.588,211060000,2873.91287,"IDN","South-eastern Asia","Asia"
"Indonesia",1982,56.159,153343000,1516.872988,"IDN","South-eastern Asia","Asia"
"Indonesia",1992,62.681,184816000,2383.140898,"IDN","South-eastern Asia","Asia"
"Indonesia",1972,49.203,121282000,1111.107907,"IDN","South-eastern Asia","Asia"
"Indonesia",1952,37.468,82052000,749.6816546,"IDN","South-eastern Asia","Asia"
"Indonesia",1997,66.041,199278000,3119.335603,"IDN","South-eastern Asia","Asia"
"Indonesia",2007,70.65,223547000,3540.651564,"IDN","South-eastern Asia","Asia"
"Indonesia",1957,39.918,90124000,858.9002707,"IDN","South-eastern Asia","Asia"
"Indonesia",1987,60.137,169276000,1748.356961,"IDN","South-eastern Asia","Asia"
"Iraq",1972,56.95,10061506,9576.037596,"IRQ","Western Asia","Asia"
"Iraq",1977,60.413,11882916,14688.23507,"IRQ","Western Asia","Asia"
"Iraq",1992,59.461,17861905,3745.640687,"IRQ","Western Asia","Asia"
"Iraq",1997,58.811,20775703,3076.239795,"IRQ","Western Asia","Asia"
"Iraq",1957,48.437,6248643,6229.333562,"IRQ","Western Asia","Asia"
"Iraq",1952,45.32,5441766,4129.766056,"IRQ","Western Asia","Asia"
"Iraq",2002,57.046,24001816,4390.717312,"IRQ","Western Asia","Asia"
"Iraq",1987,65.044,16543189,11643.57268,"IRQ","Western Asia","Asia"
"Iraq",1962,51.457,7240260,8341.737815,"IRQ","Western Asia","Asia"
"Iraq",1982,62.038,14173318,14517.90711,"IRQ","Western Asia","Asia"
"Iraq",2007,59.545,27499638,4471.061906,"IRQ","Western Asia","Asia"
"Iraq",1967,54.459,8519282,8931.459811,"IRQ","Western Asia","Asia"
"Ireland",1957,68.9,2878220,5599.077872,"IRL","Northern Europe","Europe"
"Ireland",1987,74.36,3539900,13872.86652,"IRL","Northern Europe","Europe"
"Ireland",1992,75.467,3557761,17558.81555,"IRL","Northern Europe","Europe"
"Ireland",1997,76.122,3667233,24521.94713,"IRL","Northern Europe","Europe"
"Ireland",2007,78.885,4109086,40675.99635,"IRL","Northern Europe","Europe"
"Ireland",1982,73.1,3480000,12618.32141,"IRL","Northern Europe","Europe"
"Ireland",1967,71.08,2900100,7655.568963,"IRL","Northern Europe","Europe"
"Ireland",1952,66.91,2952156,5210.280328,"IRL","Northern Europe","Europe"
"Ireland",1977,72.03,3271900,11150.98113,"IRL","Northern Europe","Europe"
"Ireland",1972,71.28,3024400,9530.772896,"IRL","Northern Europe","Europe"
"Ireland",1962,70.29,2830000,6631.597314,"IRL","Northern Europe","Europe"
"Ireland",2002,77.783,3879155,34077.04939,"IRL","Northern Europe","Europe"
"Israel",1962,69.39,2310904,7105.630706,"ISR","Western Asia","Asia"
"Israel",1957,67.84,1944401,5385.278451,"ISR","Western Asia","Asia"
"Israel",1977,73.06,3495918,13306.61921,"ISR","Western Asia","Asia"
"Israel",1982,74.45,3858421,15367.0292,"ISR","Western Asia","Asia"
"Israel",1967,70.75,2693585,8393.741404,"ISR","Western Asia","Asia"
"Israel",1952,65.39,1620914,4086.522128,"ISR","Western Asia","Asia"
"Israel",1992,76.93,4936550,18051.52254,"ISR","Western Asia","Asia"
"Israel",1997,78.269,5531387,20896.60924,"ISR","Western Asia","Asia"
"Israel",1972,71.63,3095893,12786.93223,"ISR","Western Asia","Asia"
"Israel",2007,80.745,6426679,25523.2771,"ISR","Western Asia","Asia"
"Israel",1987,75.6,4203148,17122.47986,"ISR","Western Asia","Asia"
"Israel",2002,79.696,6029529,21905.59514,"ISR","Western Asia","Asia"
"Italy",1972,72.19,54365564,12269.27378,"ITA","Southern Europe","Europe"
"Italy",1977,73.48,56059245,14255.98475,"ITA","Southern Europe","Europe"
"Italy",1957,67.81,49182000,6248.656232,"ITA","Southern Europe","Europe"
"Italy",1997,78.82,57479469,24675.02446,"ITA","Southern Europe","Europe"
"Italy",2002,80.24,57926999,27968.09817,"ITA","Southern Europe","Europe"
"Italy",1967,71.06,52667100,10022.40131,"ITA","Southern Europe","Europe"
"Italy",1992,77.44,56840847,22013.64486,"ITA","Southern Europe","Europe"
"Italy",1952,65.94,47666000,4931.404155,"ITA","Southern Europe","Europe"
"Italy",2007,80.546,58147733,28569.7197,"ITA","Southern Europe","Europe"
"Italy",1962,69.24,50843200,8243.58234,"ITA","Southern Europe","Europe"
"Italy",1982,74.98,56535636,16537.4835,"ITA","Southern Europe","Europe"
"Italy",1987,76.42,56729703,19207.23482,"ITA","Southern Europe","Europe"
"Jamaica",1962,65.61,1665128,5246.107524,"JAM","Caribbean","North America"
"Jamaica",1997,72.262,2531311,7121.924704,"JAM","Caribbean","North America"
"Jamaica",1972,69,1997616,7433.889293,"JAM","Caribbean","North America"
"Jamaica",1957,62.61,1535090,4756.525781,"JAM","Caribbean","North America"
"Jamaica",1967,67.51,1861096,6124.703451,"JAM","Caribbean","North America"
"Jamaica",2002,72.047,2664659,6994.774861,"JAM","Caribbean","North America"
"Jamaica",2007,72.567,2780132,7320.880262,"JAM","Caribbean","North America"
"Jamaica",1987,71.77,2326606,6351.237495,"JAM","Caribbean","North America"
"Jamaica",1977,70.11,2156814,6650.195573,"JAM","Caribbean","North America"
"Jamaica",1992,71.766,2378618,7404.923685,"JAM","Caribbean","North America"
"Jamaica",1982,71.21,2298309,6068.05135,"JAM","Caribbean","North America"
